ngram	w1	w2	w3	w4	w5	n
kecil_besarnya_dan_waktu_tercepatnya	kecil	besarnya	dan	waktu	tercepatnya	1
kecil_dimanja_waktu_remaja_foya-foya	kecil	dimanja	waktu	remaja	foya-foya	1
kecil_sehingga_membutuhkan_waktu_sampai	kecil	sehingga	membutuhkan	waktu	sampai	1
kecuali_ada_selang_waktu_satu	kecuali	ada	selang	waktu	satu	1
kecuali_empat_dan_meminta_waktu	kecuali	empat	dan	meminta	waktu	1
kecuali_hanya_masalah_waktu_saja	kecuali	hanya	masalah	waktu	saja	1
kecuali_mereka_yang_waktu_pemilu	kecuali	mereka	yang	waktu	pemilu	1
kecuali_setelah_waktu_berbuka_puasa	kecuali	setelah	waktu	berbuka	puasa	1
kecuriga-annya_akan_ditentukan_waktu_nantinya	kecuriga-annya	akan	ditentukan	waktu	nantinya	1
kedapatan_sedang_menikmati_waktu_bersama	kedapatan	sedang	menikmati	waktu	bersama	1
kedatangan_pada_waktu_masih_sebatas	kedatangan	pada	waktu	masih	sebatas	1
kedelai_atau_plasebo_dalam_waktu	kedelai	atau	plasebo	dalam	waktu	1
kedelapannya_pada_masa_perpanjangan_waktu	kedelapannya	pada	masa	perpanjangan	waktu	1
kedepan_serta_waktu_yang_tepat	kedepan	serta	waktu	yang	tepat	1
kedepannya_tinggal_menyisakan_waktu_sembilan	kedepannya	tinggal	menyisakan	waktu	sembilan	1
kedisiplinan_diri_khususnya_disiplin_waktu	kedisiplinan	diri	khususnya	disiplin	waktu	1
kedokteran_gigi_tersebut_membutuhkan_waktu	kedokteran	gigi	tersebut	membutuhkan	waktu	1
kedokteran_karena_membutuhkan_waktu_yang	kedokteran	karena	membutuhkan	waktu	yang	1
kedua_adik_yang_waktu_itu	kedua	adik	yang	waktu	itu	1
kedua_akan_memakan_waktu_lebih	kedua	akan	memakan	waktu	lebih	1
kedua_anaknya_terutama_waktu_mandi	kedua	anaknya	terutama	waktu	mandi	1
kedua_anaknya_untuk_sementara_waktu	kedua	anaknya	untuk	sementara	waktu	1
kedua_dalam_beberapa_waktu_terakhir	kedua	dalam	beberapa	waktu	terakhir	1
kedua_dengan_catatan_waktu_menit	kedua	dengan	catatan	waktu	menit	1
kedua_dengan_catatan_waktu_terbaik	kedua	dengan	catatan	waktu	terbaik	1
kedua_dengan_menoreh_waktu_yang	kedua	dengan	menoreh	waktu	yang	1
kedua_dengan_selisih_waktu_hanya	kedua	dengan	selisih	waktu	hanya	1
kedua_dengan_selisih_waktu_lebih	kedua	dengan	selisih	waktu	lebih	1
kedua_dengan_terpaut_waktu_detik	kedua	dengan	terpaut	waktu	detik	1
kedua_di_dunia_dalam_waktu	kedua	di	dunia	dalam	waktu	1
kedua_di-mulai_jadi_dengan_waktu	kedua	di-mulai	jadi	dengan	waktu	1
kedua_dijalankan_hingga_batas_waktu	kedua	dijalankan	hingga	batas	waktu	1
kedua_fasilitas_tersebut_dalam_waktu	kedua	fasilitas	tersebut	dalam	waktu	1
kedua_jenis_kelamin_dari_waktu	kedua	jenis	kelamin	dari	waktu	1
kedua_kalinya_dalam_rentang_waktu	kedua	kalinya	dalam	rentang	waktu	1
kedua_oang_tuanya_meng-ingat_waktu	kedua	oang	tuanya	meng-ingat	waktu	1
kedua_pukul_hingga_waktu_setempat	kedua	pukul	hingga	waktu	setempat	1
kedua_setelah_diianggap_mengulur_waktu	kedua	setelah	diianggap	mengulur	waktu	1
kedua_setelah_mencatat_waktu_tercepat	kedua	setelah	mencatat	waktu	tercepat	1
kedua_terjadi_pada_kurun_waktu	kedua	terjadi	pada	kurun	waktu	1
kedua_tersangka_ini_dalam_waktu	kedua	tersangka	ini	dalam	waktu	1
kedua_ya_tidak_ada_waktu	kedua	ya	tidak	ada	waktu	1
kedua_yang_dilakuan_beberapa_waktu	kedua	yang	dilakuan	beberapa	waktu	1
kedua-nya_dalam_waktu_dekat_ini	kedua-nya	dalam	waktu	dekat	ini	1
keduanya_akan_dilakukan_dalam_waktu	keduanya	akan	dilakukan	dalam	waktu	1
keduanya_akan_dinikahkan_dalam_waktu	keduanya	akan	dinikahkan	dalam	waktu	1
keduanya_bisa_diperoleh_dalam_waktu	keduanya	bisa	diperoleh	dalam	waktu	1
keduanya_dalam_waktu_yang_sama	keduanya	dalam	waktu	yang	sama	1
keduanya_memiliki_waktu_bekerja_yang	keduanya	memiliki	waktu	bekerja	yang	1
keduanya_tetap_bisa_membagi_waktu	keduanya	tetap	bisa	membagi	waktu	1
keduanya_waktu_itu_polisi_berhasil	keduanya	waktu	itu	polisi	berhasil	1
kedudukan_dengan_lima_menit_waktu	kedudukan	dengan	lima	menit	waktu	1
kedudukan_di_sisa_waktu_satu	kedudukan	di	sisa	waktu	satu	1
keelokan_lu-kisan_setelah_terkikis_waktu	keelokan	lu-kisan	setelah	terkikis	waktu	1
keempat_masa_waktu_tambahan_untuk	keempat	masa	waktu	tambahan	untuk	1
keenam_dengan_catatan_waktu_menit	keenam	dengan	catatan	waktu	menit	1
kegiatan_atau_acaranya_melebihi_waktu	kegiatan	atau	acaranya	melebihi	waktu	1
kegiatan_berbelanja_oleh-oleh_mengganggu_waktu	kegiatan	berbelanja	oleh-oleh	mengganggu	waktu	1
kegiatan_dalam_satu_waktu_alias	kegiatan	dalam	satu	waktu	alias	1
kegiatan_di_waktu_mendatang_dan	kegiatan	di	waktu	mendatang	dan	1
kegiatan_ini_maka_dalam_waktu	kegiatan	ini	maka	dalam	waktu	1
kegiatan_lari_dengan_catatan_waktu	kegiatan	lari	dengan	catatan	waktu	1
kegiatan_menyimpan_semen_dalam_waktu	kegiatan	menyimpan	semen	dalam	waktu	1
kegiatan_pembukaan_dilaksa-nakan_tepat_waktu	kegiatan	pembukaan	dilaksa-nakan	tepat	waktu	1
kegiatan_wukuf_pada_pukul_waktu	kegiatan	wukuf	pada	pukul	waktu	1
kehabisan_ide_untuk_mengisi_waktu	kehabisan	ide	untuk	mengisi	waktu	1
kehabisan_waktu_dalam_proses_pembebasan	kehabisan	waktu	dalam	proses	pembebasan	1
kehabisan_waktu_hanya_untuk_menghadapi	kehabisan	waktu	hanya	untuk	menghadapi	1
kehadiran_tepat_waktu_tutur_akademisi	kehadiran	tepat	waktu	tutur	akademisi	1
kehamilannya_beberapa_waktu_lalu_hingga	kehamilannya	beberapa	waktu	lalu	hingga	1
keharusan_ya_waktu_itu_saya	keharusan	ya	waktu	itu	saya	1
kehidupan_kampung_pada_waktu_itu	kehidupan	kampung	pada	waktu	itu	1
kehidupan_masyarakat_pada_waktu_itu	kehidupan	masyarakat	pada	waktu	itu	1
kehila-ngan_seperti_itu_memakan_waktu	kehila-ngan	seperti	itu	memakan	waktu	1
kehilangan_banyak_waktu_jika_dibandingkan	kehilangan	banyak	waktu	jika	dibandingkan	1
kehilangan_banyak_waktu_selama_kami	kehilangan	banyak	waktu	selama	kami	1
kehilangan_banyak_waktu_yang_berharga	kehilangan	banyak	waktu	yang	berharga	1
kehilangan_sedikit_waktu_dan_kehilangan	kehilangan	sedikit	waktu	dan	kehilangan	1
kehilangan_tiket_antara_waktu_memesan	kehilangan	tiket	antara	waktu	memesan	1
kehilangan_waktu_akibat_komunikasi_yang	kehilangan	waktu	akibat	komunikasi	yang	1
kehilangan_waktu_berharga_untuk_membuat	kehilangan	waktu	berharga	untuk	membuat	1
kehilangan_waktu_buat_melamun_membiarkan	kehilangan	waktu	buat	melamun	membiarkan	1
kehilangan_waktu_dan_bisa_finis	kehilangan	waktu	dan	bisa	finis	1
kehilangan_waktu_dan_tenaga_hanya	kehilangan	waktu	dan	tenaga	hanya	1
kehilangan_waktu_di_beberapa_sektor	kehilangan	waktu	di	beberapa	sektor	1
kehilangan_waktu_kerja_dan_meninggal	kehilangan	waktu	kerja	dan	meninggal	1
kehilangan_waktu_luang_yang_bisa	kehilangan	waktu	luang	yang	bisa	1
kehilangan_waktu_merekapun_langsung_mencari	kehilangan	waktu	merekapun	langsung	mencari	1
kehilangan_waktu_setidaknya_podium_bisa	kehilangan	waktu	setidaknya	podium	bisa	1
kehilangan_waktu_tertentu_yang_dialihkan	kehilangan	waktu	tertentu	yang	dialihkan	1
kehilangan_waktu_untuk_keluarga_saya	kehilangan	waktu	untuk	keluarga	saya	1
kehilangan_waktu_yang_seharusnya_bisa	kehilangan	waktu	yang	seharusnya	bisa	1
kehilangan_waktu_yang_tidak_bisa	kehilangan	waktu	yang	tidak	bisa	1
keinginannya_memilih_waktu_yang_baik	keinginannya	memilih	waktu	yang	baik	1
kejadian_adalah_waktu_jamaah_haji	kejadian	adalah	waktu	jamaah	haji	1
kejadian_di_waktu_yang_sama	kejadian	di	waktu	yang	sama	1
kejadian_tidak_terjadi_waktu_kami	kejadian	tidak	terjadi	waktu	kami	1
kejadian_waktu_bayar_tol_dalam	kejadian	waktu	bayar	tol	dalam	1
kejaksaan_belum_bisa_memastikan_waktu	kejaksaan	belum	bisa	memastikan	waktu	1
kejaksaan_dalam_waktu_satu_pekan	kejaksaan	dalam	waktu	satu	pekan	1
kejaksaan_negri_setempat_punya_waktu	kejaksaan	negri	setempat	punya	waktu	1
kejar_multi_year_waktu_panjang	kejar	multi	year	waktu	panjang	1
kejar-kejaran_itu_dimulai_pada_waktu	kejar-kejaran	itu	dimulai	pada	waktu	1
kejelasannya_maka_dalam_waktu_dekat	kejelasannya	maka	dalam	waktu	dekat	1
kejuaraan_tingkat_nasio-nal_beberapa_waktu	kejuaraan	tingkat	nasio-nal	beberapa	waktu	1
kejurda_waktu_lalu_melaporkan_pertanggung-jawaban	kejurda	waktu	lalu	melaporkan	pertanggung-jawaban	1
kejutan_ultah_suaminya_membutuhkan_waktu	kejutan	ultah	suaminya	membutuhkan	waktu	1
kejutan_waktu_itu_kata_pria	kejutan	waktu	itu	kata	pria	1
keka-lahan_lewat_perpanjangan_waktu_di	keka-lahan	lewat	perpanjangan	waktu	di	1
keka-yaan_air_untuk_periode_waktu	keka-yaan	air	untuk	periode	waktu	1
kekalahan_dalam_jangka_waktu_delapan	kekalahan	dalam	jangka	waktu	delapan	1
kekalahan_perdana_dalam_rentang_waktu	kekalahan	perdana	dalam	rentang	waktu	1
kekhasan_yang_lain_karena_waktu	kekhasan	yang	lain	karena	waktu	1
kekurangan_ada_waktu_untuk_melengkapi	kekurangan	ada	waktu	untuk	melengkapi	1
kekurangan_di_waktu_yang_ada	kekurangan	di	waktu	yang	ada	1
kekurangan_gizi_dalam_waktu_lama	kekurangan	gizi	dalam	waktu	lama	1
kekurangan_waktu_sebab_apa_pun	kekurangan	waktu	sebab	apa	pun	1
kekurangan_waktu_tidur_bisa_berpengaruh	kekurangan	waktu	tidur	bisa	berpengaruh	1
kelahiran_yang_dilaporkan_tepat_waktu	kelahiran	yang	dilaporkan	tepat	waktu	1
kelahirannya_ini_beberapa_waktu_menjalani	kelahirannya	ini	beberapa	waktu	menjalani	1
kelahirannya_mereka_butuh_waktu_sekitar	kelahirannya	mereka	butuh	waktu	sekitar	1
kelak_biarlah_waktu_yang_bicara	kelak	biarlah	waktu	yang	bicara	1
kelamin_dari_waktu_ke_waktu	kelamin	dari	waktu	ke	waktu	1
kelanjutan_dari_rapat_kerja_waktu	kelanjutan	dari	rapat	kerja	waktu	1
kelapa_akan_naik_dalam_waktu	kelapa	akan	naik	dalam	waktu	1
kelapangan_bukan_pengisi_waktu_senggang	kelapangan	bukan	pengisi	waktu	senggang	1
kelas_regional_dalam_waktu_dua	kelas	regional	dalam	waktu	dua	1
kelayakan_atau_waktu_pengerjaannya_yang	kelayakan	atau	waktu	pengerjaannya	yang	1
kelelahan_dalam_waktu_dekat_fasilitas	kelelahan	dalam	waktu	dekat	fasilitas	1
kelengkapan_berkas_dalam_waktu_dekat	kelengkapan	berkas	dalam	waktu	dekat	1
kelengkapan_berkas_hing-ga_pada_waktu	kelengkapan	berkas	hing-ga	pada	waktu	1
kelewat_waktu_akhirnya_yang_bayari	kelewat	waktu	akhirnya	yang	bayari	1
kelihatannya_waktu_yang_tepat_untuk	kelihatannya	waktu	yang	tepat	untuk	1
kelima_dengan_catatan_waktu_menit	kelima	dengan	catatan	waktu	menit	1
kelima_dengan_perbedaan_waktu_detik	kelima	dengan	perbedaan	waktu	detik	1
kelima_masa_tambahan_waktu_untuk	kelima	masa	tambahan	waktu	untuk	1
keliru_waktu_kami_terbuang_untuk	keliru	waktu	kami	terbuang	untuk	1
kelola_gas_dari_waktu_ke	kelola	gas	dari	waktu	ke	1
kelompok_bersenjata_dalam_waktu_berbeda	kelompok	bersenjata	dalam	waktu	berbeda	1
kelompok_memberitahukan_waktu_makan_kepada	kelompok	memberitahukan	waktu	makan	kepada	1
kelompok_sosial_waktu_atau_tempat	kelompok	sosial	waktu	atau	tempat	1
kelompok_yang_pada_waktu_acara	kelompok	yang	pada	waktu	acara	1
kelongaran_waktu_sampai_pukul_setengah	kelongaran	waktu	sampai	pukul	setengah	1
kelonggaran_hingga_batas_waktu_yang	kelonggaran	hingga	batas	waktu	yang	1
kelonggaran_hingga_tenggang_waktu_tertentu	kelonggaran	hingga	tenggang	waktu	tertentu	1
kelonggaran_waktu_sam-pai_jam_tujuh	kelonggaran	waktu	sam-pai	jam	tujuh	1
kelonggaran_waktu_submit_dokumen_yang	kelonggaran	waktu	submit	dokumen	yang	1
kelonggaran_waktu_untuk_bertemu_pihak	kelonggaran	waktu	untuk	bertemu	pihak	1
keluar_daerah_ada_waktu_masa	keluar	daerah	ada	waktu	masa	1
keluar_negeri_pada_waktu_mendatang	keluar	negeri	pada	waktu	mendatang	1
keluar_pada_pukul_waktu_setempat	keluar	pada	pukul	waktu	setempat	1
keluar_rumah_memanfaatkan_waktu_denga	keluar	rumah	memanfaatkan	waktu	denga	1
keluar_waktu_itu_jangan_lari	keluar	waktu	itu	jangan	lari	1
keluar_yang_disiapkan_waktu_itu	keluar	yang	disiapkan	waktu	itu	1
keluarga_atau_menghabiskan_waktu_untuk	keluarga	atau	menghabiskan	waktu	untuk	1
keluarga_beri_saya_waktu_membuktikannya	keluarga	beri	saya	waktu	membuktikannya	1
keluarga_dalam_waktu_yang_panjang	keluarga	dalam	waktu	yang	panjang	1
keluarga_dan_masyarakat_waktu_itu	keluarga	dan	masyarakat	waktu	itu	1
keluarga_direncanakan_melanjutkan_waktu_liburan	keluarga	direncanakan	melanjutkan	waktu	liburan	1
keluarga_karena_kurangnya_waktu_berkumpul	keluarga	karena	kurangnya	waktu	berkumpul	1
keluarga_korban_untuk_menentukan_waktu	keluarga	korban	untuk	menentukan	waktu	1
keluarga_melalui_camat_dalam_waktu	keluarga	melalui	camat	dalam	waktu	1
keluarga_sempat_menanyakan_waktu_istirahatnya	keluarga	sempat	menanyakan	waktu	istirahatnya	1
keluarga_tentunya_meluangkan_waktu_untuk	keluarga	tentunya	meluangkan	waktu	untuk	1
keluarga_yang_ingin_menghabiskan_waktu	keluarga	yang	ingin	menghabiskan	waktu	1
keluarga_yang_menghabiskan_waktu_untuk	keluarga	yang	menghabiskan	waktu	untuk	1
keluarganya_di_rumah_hanya_waktu	keluarganya	di	rumah	hanya	waktu	1
keluarganya_hidup_dalam_jangka_waktu	keluarganya	hidup	dalam	jangka	waktu	1
keluarganya_pria_yang_waktu_kecil	keluarganya	pria	yang	waktu	kecil	1
keluarganya_tanpa_dibatasi_oleh_waktu	keluarganya	tanpa	dibatasi	oleh	waktu	1
keluhan_sejumlah_kontraktor_waktu_lalu	keluhan	sejumlah	kontraktor	waktu	lalu	1
kelurahan_dengan_waktu_pengajaran_selama	kelurahan	dengan	waktu	pengajaran	selama	1
kelurahan_karangria_bebera-pa_waktu_lalu	kelurahan	karangria	bebera-pa	waktu	lalu	1
kelurahan_karena_dalam_waktu_dekat	kelurahan	karena	dalam	waktu	dekat	1
keluyuran_menghabiskan_waktu_percuma_dan	keluyuran	menghabiskan	waktu	percuma	dan	1
kemacetan_dalanm_waktu_yang_lama	kemacetan	dalanm	waktu	yang	lama	1
kemacetan_dan_menentukan_perkiraan_waktu	kemacetan	dan	menentukan	perkiraan	waktu	1
kemacetan_waktu_yang_semakin_tidak	kemacetan	waktu	yang	semakin	tidak	1
kemahasiswaan_sehingga_tidak_ada_waktu	kemahasiswaan	sehingga	tidak	ada	waktu	1
kemahirannya_menyanyi_dalam_waktu_dekat	kemahirannya	menyanyi	dalam	waktu	dekat	1
kemampuan_mereka_tidak_dibutuhkan_waktu	kemampuan	mereka	tidak	dibutuhkan	waktu	1
kemampuannya_dalam_waktu_yang_lama	kemampuannya	dalam	waktu	yang	lama	1
kemampuannya_seperti_pada_waktu_dilaksanakan	kemampuannya	seperti	pada	waktu	dilaksanakan	1
kemanusiaan_dengan_latar_waktu_awal	kemanusiaan	dengan	latar	waktu	awal	1
kemanusiaan_dilakukan_pada_pukul_waktu	kemanusiaan	dilakukan	pada	pukul	waktu	1
kemarau_dan_harus_ada_waktu	kemarau	dan	harus	ada	waktu	1
kemarin_dalam_waktu_dekat_pihaknya	kemarin	dalam	waktu	dekat	pihaknya	1
kemarin_dalam_waktu_dua_bulan	kemarin	dalam	waktu	dua	bulan	1
kemarin_me-rupakan_batas_waktu_pemasukan	kemarin	me-rupakan	batas	waktu	pemasukan	1
kemarin_menandaskan_dalam_waktu_dekat	kemarin	menandaskan	dalam	waktu	dekat	1
kemarin_mene-gaskan_dalam_waktu_dekat	kemarin	mene-gaskan	dalam	waktu	dekat	1
kemarin_pihaknya_da-lam_waktu_dekat	kemarin	pihaknya	da-lam	waktu	dekat	1
kemarin_saya_mencuri_waktu_sebelum	kemarin	saya	mencuri	waktu	sebelum	1
kemarin_waktu_itu_ada_yang	kemarin	waktu	itu	ada	yang	1
kemarin_waktu_setempat_terca-tat_ada	kemarin	waktu	setempat	terca-tat	ada	1
kemasukan_dua_gol_dalam_waktu	kemasukan	dua	gol	dalam	waktu	1
kemasukan_saat_papan_waktu_menunjukkan	kemasukan	saat	papan	waktu	menunjukkan	1
kembali_atau_saat_waktu_harus	kembali	atau	saat	waktu	harus	1
kembali_bermain_dalam_waktu_sekitar	kembali	bermain	dalam	waktu	sekitar	1
kembali_bertambah_dalam_waktu_dekat	kembali	bertambah	dalam	waktu	dekat	1
kembali_dalam_rentang_waktu_pekan	kembali	dalam	rentang	waktu	pekan	1
kembali_dalam_waktu_dekat_ini	kembali	dalam	waktu	dekat	ini	1
kembali_dalam_waktu_hari_ini	kembali	dalam	waktu	hari	ini	1
kembali_dalam_waktu_singkat_demikian	kembali	dalam	waktu	singkat	demikian	1
kembali_dari_waktu_ke_waktu	kembali	dari	waktu	ke	waktu	1
kembali_datang_meluangkan_waktu_bersama	kembali	datang	meluangkan	waktu	bersama	1
kembali_dengan_waktu_yang_belum	kembali	dengan	waktu	yang	belum	1
kembali_di_lain_waktu_kata	kembali	di	lain	waktu	kata	1
kembali_di_lain_waktu_maka	kembali	di	lain	waktu	maka	1
kembali_di_waktu_yang_akan	kembali	di	waktu	yang	akan	1
kembali_diberikan_waktu_dan_kesempatan	kembali	diberikan	waktu	dan	kesempatan	1
kembali_dibuka_pada_pukul_waktu	kembali	dibuka	pada	pukul	waktu	1
kembali_ke_bumi_dalam_waktu	kembali	ke	bumi	dalam	waktu	1
kembali_ke_kantor_dalam_waktu	kembali	ke	kantor	dalam	waktu	1
kembali_kesiapan_siswa_dengan_waktu	kembali	kesiapan	siswa	dengan	waktu	1
kembali_masalah_serupa_di_waktu	kembali	masalah	serupa	di	waktu	1
kembali_membaik_dalam_waktu_dua	kembali	membaik	dalam	waktu	dua	1
kembali_membaik_walaupun_membutuhkan_waktu	kembali	membaik	walaupun	membutuhkan	waktu	1
kembali_mencatatkan_waktu_terbaik_ketiga	kembali	mencatatkan	waktu	terbaik	ketiga	1
kembali_menggelar_operasi_dalam_waktu	kembali	menggelar	operasi	dalam	waktu	1
kembali_pihaknya_membutuhkan_waktu_sekitar	kembali	pihaknya	membutuhkan	waktu	sekitar	1
kembali_pukul_waktu_setempat_karena	kembali	pukul	waktu	setempat	karena	1
kembali_pulang_setelah_masa_waktu	kembali	pulang	setelah	masa	waktu	1
kembali_restorasi_waktu_primordial_yang	kembali	restorasi	waktu	primordial	yang	1
kembali_seperti_semula_memerlukan_waktu	kembali	seperti	semula	memerlukan	waktu	1
kembali_setelah_memakan_waktu_yang	kembali	setelah	memakan	waktu	yang	1
kembali_setelah_tahun_dari_waktu	kembali	setelah	tahun	dari	waktu	1
kembali_tanpa_batas_waktu_yang	kembali	tanpa	batas	waktu	yang	1
kembali_tapi_butuh_waktu_beradaptasi	kembali	tapi	butuh	waktu	beradaptasi	1
kembali_untuk_waktu_mandi_dan	kembali	untuk	waktu	mandi	dan	1
kembali_waktu_itu_dan_berpikir	kembali	waktu	itu	dan	berpikir	1
kembang_dari_waktu_ke_waktu	kembang	dari	waktu	ke	waktu	1
kembar_siam_ini_membutuhkan_waktu	kembar	siam	ini	membutuhkan	waktu	1
kemenangan_bisa_diraih_waktu_ujar	kemenangan	bisa	diraih	waktu	ujar	1
kemenangan_di_babak_perpanjangan_waktu	kemenangan	di	babak	perpanjangan	waktu	1
kemenangan_di_kandang_dalam_waktu	kemenangan	di	kandang	dalam	waktu	1
kemenangan_karena_waktu_pertempuran_tinggal	kemenangan	karena	waktu	pertempuran	tinggal	1
kemenangan_pada_masa_tambahan_waktu	kemenangan	pada	masa	tambahan	waktu	1
kementan_mengusulkan_agar_dalam_waktu	kementan	mengusulkan	agar	dalam	waktu	1
kementerian_baru_sangat_butuh_waktu	kementerian	baru	sangat	butuh	waktu	1
kemiskinan_pada_waktu_itu_adalah	kemiskinan	pada	waktu	itu	adalah	1
kemudahan_ketepatan_waktu_dan_yang	kemudahan	ketepatan	waktu	dan	yang	1
kemudian_berjanji_dalam_waktu_dua	kemudian	berjanji	dalam	waktu	dua	1
kemudian_berubah_inklusif_dari_waktu	kemudian	berubah	inklusif	dari	waktu	1
kemudian_diaduk_dalam_waktu_tertentu	kemudian	diaduk	dalam	waktu	tertentu	1
kemudian_diangsur_untuk_waktu_selekas2nja	kemudian	diangsur	untuk	waktu	selekas2nja	1
kemudian_diberi_waktu_agar_tidak	kemudian	diberi	waktu	agar	tidak	1
kemudian_diberikan_waktu_selama_sekitar	kemudian	diberikan	waktu	selama	sekitar	1
kemudian_dikukuhkan_dalam_waktu_tiga	kemudian	dikukuhkan	dalam	waktu	tiga	1
kemudian_dilanjutkan_dengan_perpanjangan_waktu	kemudian	dilanjutkan	dengan	perpanjangan	waktu	1
kemudian_lulus_dalam_waktu_cepat	kemudian	lulus	dalam	waktu	cepat	1
kemudian_masuk_waktu_magrib_maka	kemudian	masuk	waktu	magrib	maka	1
kemudian_me-minta_waktu_untuk_konsultasi	kemudian	me-minta	waktu	untuk	konsultasi	1
kemudian_meluas_seiring_waktu_dan	kemudian	meluas	seiring	waktu	dan	1
kemudian_pada_masa_tambahan_waktu	kemudian	pada	masa	tambahan	waktu	1
kemudian_panitia_akan_memberikan_waktu	kemudian	panitia	akan	memberikan	waktu	1
kemudian_terhenti_sampai_waktu_yang	kemudian	terhenti	sampai	waktu	yang	1
kemung-kinan_dalam_waktu_dekat_ini	kemung-kinan	dalam	waktu	dekat	ini	1
kemung-kinan_dalam_waktu_dekat_ujarnya	kemung-kinan	dalam	waktu	dekat	ujarnya	1
kemung-kinan_dalam_waktu_satu_atau	kemung-kinan	dalam	waktu	satu	atau	1
kemungkina_waktu_kumpul_pemain_sebelum	kemungkina	waktu	kumpul	pemain	sebelum	1
kemungkinan_akan_memakan_waktu_cukup	kemungkinan	akan	memakan	waktu	cukup	1
kemungkinan_akan_terjadi_dalam_waktu	kemungkinan	akan	terjadi	dalam	waktu	1
kemungkinan_be-sar_dalam_waktu_dekat	kemungkinan	be-sar	dalam	waktu	dekat	1
kemungkinan_besar_dalam_waktu_dekat	kemungkinan	besar	dalam	waktu	dekat	1
kemungkinan_besar_hanya_membuang_waktu	kemungkinan	besar	hanya	membuang	waktu	1
kemungkinan_besar_sama_waktu_berdekatan	kemungkinan	besar	sama	waktu	berdekatan	1
kemungkinan_besar_tengat_waktu_antara	kemungkinan	besar	tengat	waktu	antara	1
kemungkinan_da-lam_waktu_dekat_ini	kemungkinan	da-lam	waktu	dekat	ini	1
kemungkinan_da-lam_waktu_dekat_kami	kemungkinan	da-lam	waktu	dekat	kami	1
kemungkinan_dalam_waktu_dekat_ada	kemungkinan	dalam	waktu	dekat	ada	1
kemungkinan_dalam_waktu_dekat_akan	kemungkinan	dalam	waktu	dekat	akan	1
kemungkinan_dalam_waktu_dekat_bantuan	kemungkinan	dalam	waktu	dekat	bantuan	1
kemungkinan_dalam_waktu_dekat_dilakukan	kemungkinan	dalam	waktu	dekat	dilakukan	1
kemungkinan_dalam_waktu_dekat_ini	kemungkinan	dalam	waktu	dekat	ini	1
kemungkinan_dalam_waktu_dekat_kami	kemungkinan	dalam	waktu	dekat	kami	1
kemungkinan_dalam_waktu_satu_dua	kemungkinan	dalam	waktu	satu	dua	1
kemungkinan_di_waktu_yang_mendatang	kemungkinan	di	waktu	yang	mendatang	1
kemungkinan_larangan_dalam_batasan_waktu	kemungkinan	larangan	dalam	batasan	waktu	1
kemungkinan_pelaksanaan_dalam_waktu_dekat	kemungkinan	pelaksanaan	dalam	waktu	dekat	1
ken-dala_teknis_seperti_waktu_yang	ken-dala	teknis	seperti	waktu	yang	1
kena_relokasi_pada_berapa_waktu	kena	relokasi	pada	berapa	waktu	1
kenaikan_berat_badan_dalam_waktu	kenaikan	berat	badan	dalam	waktu	1
kenaikan_peringkat_dalam_waktu_satu	kenaikan	peringkat	dalam	waktu	satu	1
kenaikan_persen_dalam_waktu_bulan	kenaikan	persen	dalam	waktu	bulan	1
kenaikan_signifikan_hanya_dalam_waktu	kenaikan	signifikan	hanya	dalam	waktu	1
kenaikan_suku_bunga_beberapa_waktu	kenaikan	suku	bunga	beberapa	waktu	1
kenaikannya_pemerintah_menunggu_waktu_yang	kenaikannya	pemerintah	menunggu	waktu	yang	1
kenakalan_pelajar_karena_waktu_luang	kenakalan	pelajar	karena	waktu	luang	1
kenal_waktu_mengupas_proposal_usaha	kenal	waktu	mengupas	proposal	usaha	1
kenal_waktu_untuk_di_televisi	kenal	waktu	untuk	di	televisi	1
kenalnya_suami_juga_waktu_dia	kenalnya	suami	juga	waktu	dia	1
kenangan_waktu_kecil_bersama_kakak	kenangan	waktu	kecil	bersama	kakak	1
kenapa_buang-buang_waktu_seperti_ini	kenapa	buang-buang	waktu	seperti	ini	1
kenapa_waktu_dulu_pemerintah_mengizinkan	kenapa	waktu	dulu	pemerintah	mengizinkan	1
kenapa_waktu_lalu_pengucuran_uang-uang	kenapa	waktu	lalu	pengucuran	uang-uang	1
kencang_dalam_beberapa_waktu_terakhir	kencang	dalam	beberapa	waktu	terakhir	1
kencang_waktu_itu_juga_sempat	kencang	waktu	itu	juga	sempat	1
kendala_berat_selain_meminta_waktu	kendala	berat	selain	meminta	waktu	1
kendala_khususnya_waktu_keberangkatan_kapal	kendala	khususnya	waktu	keberangkatan	kapal	1
kendala_mengenai_waktu_dan_kendaraan	kendala	mengenai	waktu	dan	kendaraan	1
kendala_waktu_pengikatan_abu_terbang	kendala	waktu	pengikatan	abu	terbang	1
kendali_total_pada_beberapa_waktu	kendali	total	pada	beberapa	waktu	1
kendaraan_bermotor_dalam_waktu_dekat	kendaraan	bermotor	dalam	waktu	dekat	1
kendaraan_bermotor_pada_waktu_bersamaan	kendaraan	bermotor	pada	waktu	bersamaan	1
kendaraan_dalam_satu_waktu_itu	kendaraan	dalam	satu	waktu	itu	1
kendaraan_dalam_waktu_yang_bersamaan	kendaraan	dalam	waktu	yang	bersamaan	1
kendaraan_dan_menentukan_waktu_penjemputan	kendaraan	dan	menentukan	waktu	penjemputan	1
